row.ID,Anisacanthus.quadrifidus,Physostegia.virginiana,Ruellia.brittoniana,Salvia.azurea,Salvia.ballotiflora,Salvia.blepharophylla,Salvia.chionophylla,Salvia.coccinea,Salvia.darcyi,Salvia.farinacea,Salvia.greggii,Salvia.leucantha,Salvia.microphylla,Salvia.regla,Salvia.roemeriana,Salvia.sinaloensis,Scutellaria.suffrutescens,Scutellaria.wrightii,Stachys.coccinea
10841,706.1547,0,1506.5562,3035.9413,2917.6256,357.6377,1569.0733,2160.0551,154.8754,4030.0234,292.5335,322.1138,357.2458,888.3372,0,0,342.9495,0,0
10907,0,0,0,0,0,0,0,0,0,0,106.532,0,0,0,0,0,0,0,0
11039,0,0,0,0,0,0,0,0,67.40954,0,0,0,0,0,0,0,0,0,0
11090,0,0,238.7314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11130,691.0852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11779,582.0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11844,0,0,0,0,0,0,0,0,0,247.4288,0,0,0,0,0,0,0,0,0
11970,1289.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11988,0,0,0,1460.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11997,0,1270.8292,0,0,0,0,0,1359.1646,0,0,351.7388,0,0,0,0,0,438.9847,0,0
12336,0,0,0,1842.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12399,2471.428,0,0,0,0,0,0,0,0,0,0,0,0,0,1868.005,0,0,0,0
12430,0,0,0,0,0,0,0,0,0,0,0,0,85.44949,0,0,0,0,0,0
12837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724.2,0,0,3791.482,0
13026,0,0,11165.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13079,0,0,3543.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.9269,0
13310,0,0,0,0,0,0,0,0,1606.17,0,0,0,0,0,0,0,0,0,0
13324,0,0,0,0,0,0,0,0,0,120.8468,0,0,0,0,0,0,0,0,0
13399,0,0,0,5139.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13487,0,0,0,0,0,0,656.2785,0,0,0,0,0,0,0,0,0,0,0,0
13582,0,0,0,0,0,0,0,0,0,0,766.4253,0,0,0,0,0,0,0,0
13603,0,0,0,0,0,0,0,242.1808,0,0,0,0,0,0,0,0,0,0,0
13617,0,0,0,0,0,0,0,391.093,0,0,0,0,0,0,0,0,0,0,0
13670,0,0,0,0,0,0,0,0,0,0,0,469.8046,0,0,0,0,0,0,0
13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973.8358,0
13832,0,0,0,0,0,0,609.8391,0,0,0,0,0,0,0,0,0,0,0,0
13889,2014.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14032,0,0,0,0,0,0,0,0,0,0,261.3651,0,0,0,0,0,0,0,0
14039,1494.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14063,0,0,0,4408.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14131,0,0,0,523.1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14541,0,0,0,0,0,0,0,0,0,0,0,373.633,0,0,0,0,0,0,0
14554,0,0,0,302.2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14612,0,0,2365.481,0,0,0,0,0,0,658.091,0,0,0,0,0,0,0,0,0
14814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3513.865,0,0
14903,0,0,0,0,0,0,0,0,0,155.462,0,0,0,0,0,0,0,0,0
14942,0,0,0,0,0,0,0,0,0,0,146.1301,0,0,0,0,0,0,757.9766,0
15102,0,0,0,0,0,0,0,140.6257,0,0,0,0,0,0,0,0,0,0,0
15108,0,0,527.7688,0,0,0,0,0,0,1803.2274,0,0,0,0,0,0,0,0,0
15393,0,10429.0456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.6266,384.1819,0
15398,0,1582.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15479,0,0,0,0,0,0,0,0,0,476.6066,0,0,0,0,0,0,0,0,0
15500,0,0,913.5507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15580,0,0,0,0,0,0,0,0,0,0,384.7443,0,1287.9254,0,0,0,0,1115.4742,0
15596,0,0,0,456.8327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15642,0,0,0,0,0,0,470.0785,0,0,807.5451,0,0,0,0,0,0,0,0,0
15653,0,0,7191.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15721,0,0,0,0,0,0,0,0,0,0,1212.241,0,0,0,0,0,0,0,0
15833,0,0,0,647.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15898,0,0,0,1875.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15940,0,0,0,0,0,0,0,0,0,0,251.9048,0,0,0,0,0,0,0,0
15978,0,0,0,0,0,0,0,0,0,0,697.0951,0,0,0,0,0,0,0,0
15982,0,0,4682.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16021,0,0,386.4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16062,0,0,0,638.9952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16164,0,0,0,2451.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16369,0,0,0,0,0,0,0,0,0,2131.552,0,0,0,0,0,0,0,0,0
16590,0,0,815.7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16592,0,0,0,0,0,0,730.518,0,0,0,0,0,0,0,0,0,0,0,0
16609,0,0,1054.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16646,0,0,0,1489.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16719,0,0,0,0,0,0,560.6989,0,0,0,0,0,0,0,0,0,0,0,0
16720,0,0,0,738.9614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16927,0,0,0,380.1593,0,0,2266.5677,0,0,0,0,0,0,0,0,0,0,0,0
16976,0,0,0,0,1965.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16979,0,0,0,0,0,0,3244.38,0,0,534.85,0,0,0,0,0,0,0,0,0
17068,0,0,512.4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17112,0,0,0,0,0,0,1498.332,0,0,0,0,0,0,0,0,0,0,0,0
17264,0,0,0,1932.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17524,0,0,0,0,0,0,3207.257,0,0,0,0,0,0,0,0,0,0,0,0
17534,0,0,0,0,0,0,0,0,118.4149,0,0,0,0,0,0,0,0,0,0
17845,0,0,0,0,0,0,935.9476,0,0,0,0,0,0,0,0,0,0,0,0
17865,0,0,0,0,0,0,0,0,0,1617.917,0,0,0,0,0,0,0,0,0
17939,0,0,0,0,0,0,0,0,0,1548.998,0,0,0,0,0,0,0,0,0
18091,0,0,0,0,0,0,0,0,0,5590.159,0,1518.493,0,0,0,0,0,0,0
18160,0,0,0,0,0,0,0,0,0,5273.991,0,1382.436,0,0,0,0,0,0,0
18543,3544.0823,0,0,0,0,0,0,177.9138,0,0,0,0,0,0,0,12638.2243,0,928.943,0
18671,0,0,25519.37,0,0,23239.89,206105.44,9156.12,0,0,0,0,0,0,0,0,0,0,0
18754,0,0,3836.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18888,0,0,1980.04,0,0,0,0,0,0,0,0,0,0,0,2624.293,0,0,0,0
18969,0,0,0,1441.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19222,8173.4176,0,0,0,0,0,0,0,0,1694.2856,0,0,0,0,0,0,0,521.7965,0
19228,0,0,0,0,0,0,538.8833,0,0,0,0,0,0,0,0,0,0,0,0
19372,0,0,0,0,0,0,0,0,0,1996.19,0,0,0,0,0,0,0,0,0
19508,0,0,0,1517.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19582,0,0,0,1231.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19584,0,0,0,0,0,0,0,0,0,1046.888,0,0,0,0,2407.8,0,0,1612.629,0
19653,0,0,0,0,0,0,0,0,0,589.2362,0,0,0,0,0,0,0,0,0
