row.ID	Anisacanthus.quadrifidus	Physostegia.virginiana	Ruellia.brittoniana	Salvia.azurea	Salvia.ballotiflora	Salvia.blepharophylla	Salvia.chionophylla	Salvia.coccinea	Salvia.darcyi	Salvia.farinacea	Salvia.greggii	Salvia.leucantha	Salvia.microphylla	Salvia.regla	Salvia.roemeriana	Salvia.sinaloensis	Scutellaria.suffrutescens	Scutellaria.wrightii	Stachys.coccinea
29335	2254.931	0	0	0	0	0	14445.826	0	0	6175.07	0	0	0	0	0	0	0	0	0
29353	28989.012	13975.532	0	12711.022	120061.486	33670.02	0	7429.353	45114.078	32996.54	8452.456	36503.503	0	26214.522	0	0	35238.744	0	0
29395	0	0	0	0	1820.297	0	0	0	2424.956	0	0	0	0	0	0	0	0	0	0
29403	0	0	0	3880.45	32647.728	2889.828	0	0	0	9964.812	0	0	0	0	0	0	2748.274	0	0
29544	0	0	0	0	0	2749.089	0	1514.775	0	0	0	0	0	0	0	0	0	0	0
29675	0	0	0	0	1810.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29777	0	0	0	0	0	0	0	967.973	0	842.4638	2024.6686	0	4431.7401	0	0	0	2757.9423	0	0
29869	0	0	0	0	5395.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29882	0	0	0	0	0	0	0	0	9677.445	0	0	0	3293.264	0	0	0	0	0	0
29952	1128.7431	0	0	0	0	0	0	0	0	622.8492	0	3318.0796	0	0	0	0	1607.2782	0	0
29988	0	0	0	0	0	0	0	6219.984	0	0	0	0	0	0	0	0	0	0	0
30079	0	0	0	0	0	0	0	0	0	2731.459	0	0	0	0	0	0	1611.14	0	0
30094	0	0	0	0	3252323.7	786518.8	0	0	1088108.9	0	0	1078576.8	0	0	0	0	0	0	0
30100	0	0	0	0	0	0	0	0	0	0	59742.31	0	0	0	0	0	0	0	0
30254	0	0	0	0	0	12235.03	0	0	0	0	0	0	0	0	0	0	0	0	0
30639	0	0	0	0	0	0	0	0	0	0	2893.681	0	5800.281	0	0	0	0	16511.59	0
30658	0	0	0	0	0	0	0	0	0	0	39753.72	0	0	0	0	0	0	0	0
30716	0	0	0	0	21886.795	0	0	0	2358.136	0	0	0	0	0	0	0	0	0	0
30822	0	0	0	0	11114.661	0	0	0	1971.257	0	0	0	0	0	0	0	0	0	0
31021	0	0	0	0	0	4608.093	0	1799.242	0	4343.542	0	3173.502	0	0	0	120995.556	0	0	0
31090	0	0	56520.43	0	0	0	101859.94	0	14120.48	0	0	0	0	0	20140.62	0	0	0	0
31118	0	0	0	0	0	1667.571	0	0	1350.167	0	0	1108.296	0	0	0	0	0	0	0
31583	0	0	0	3077.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31974	0	0	0	0	0	21016.65	0	0	0	0	0	0	0	0	0	0	0	0	0
32058	0	0	0	0	0	0	0	0	0	0	860.2079	0	0	0	0	0	0	0	0
32121	0	0	5282.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32168	0	0	0	0	189725.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32303	0	0	0	0	0	0	0	0	0	0	626.0939	0	0	0	0	0	0	0	0
32441	10784.308	2430.051	0	0	0	0	0	0	0	0	0	0	6662.684	0	0	37856.056	42945.022	5020.74	0
32510	0	0	0	0	39964.28	27564.55	0	0	19988.6	0	0	30481.25	0	0	0	0	0	0	0
