row.ID,Individual,LeafConc,NectarConc,ATTRIBUTE_species,Pollinator,NPC.pathway,NPC.superclass,NPC.class
375,SalGreg_4,228760.726,189502.13,Salvia_greggii,BIRD,Amino acids and Peptides,Small peptides,Aminoacids
375,SalReg_FM15,72993.564,92541.63,Salvia_regla,BIRD,Amino acids and Peptides,Small peptides,Aminoacids
375,SalAzu_11,279987.097,86499.83,Salvia_azurea,BEE,Amino acids and Peptides,Small peptides,Aminoacids
375,SalBle_23,89938.725,776493.4,Salvia_blepharophylla,BIRD,Amino acids and Peptides,Small peptides,Aminoacids
375,ScutWri_6,67626.445,217200.07,Scutellaria_wrightii,BEE,Amino acids and Peptides,Small peptides,Aminoacids
375,SalRoe_7,110806.667,81185.96,Salvia_roemeriana,BIRD,Amino acids and Peptides,Small peptides,Aminoacids
375,SalRoe_1,82384.071,140977.7,Salvia_roemeriana,BIRD,Amino acids and Peptides,Small peptides,Aminoacids
3752,AniQWr_4,28231.42,42653.4,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
3752,AniQWr_2,134579.59,44403.38,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
396,SalBall_4,43209.925,239487.8,Salvia_ballotiflora,BEE,Amino acids and Peptides,Small peptides,Aminoacids
4153,AniQWr_1,24149.07,4298.039,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
4153,AniQWr_2,104548.57,3832.219,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
4153,AniQWr_3,25265.49,6614.742,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
4153,AniQWr_4,60527.37,4393.736,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
