row.ID,Individual,LeafConc,NectarConc,ATTRIBUTE_species,Pollinator,NPC.pathway,NPC.superclass,NPC.class
451,AniQWr_3,301562.15,764744.2,Anisacanthus_quadrifidus,BIRD,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
451,AniQWr_2,669744.47,1214168.2,Anisacanthus_quadrifidus,BIRD,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
451,AniQWr_1,228822.53,1130402.4,Anisacanthus_quadrifidus,BIRD,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
451,AniQWr_4,649374.09,1088486.3,Anisacanthus_quadrifidus,BIRD,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
451,AniQWr_8,177097.02,1583782.9,Anisacanthus_quadrifidus,BIRD,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
451,AniQWr_7,386686.08,1823527.8,Anisacanthus_quadrifidus,BIRD,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
4577,AniQWr_7,10129.992,20554.921,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
4577,AniQWr_3,1554.346,3949.443,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
4577,AniQWr_2,17305.053,6000.963,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
4583,AniQWr_3,1003.462,3457.509,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
4588,AniQWr_3,8225.99,4166.501,Anisacanthus_quadrifidus,BIRD,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins
4588,AniQWr_1,3691.898,2777.717,Anisacanthus_quadrifidus,BIRD,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins
4588,AniQWr_2,39066.602,5994.475,Anisacanthus_quadrifidus,BIRD,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins
4588,AniQWr_7,13149.285,21845.493,Anisacanthus_quadrifidus,BIRD,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins
500,ScutSuf_5,16709.307,1475374.5,Scutellaria_suffrutescens,BIRD,Carbohydrates,Saccharides,Monosaccharides
500,SalFar_2,9334.341,1266115.9,Salvia_farinaceae,BEE,Carbohydrates,Saccharides,Monosaccharides
500,ScutSuf_2,23498.062,2843668.4,Scutellaria_suffrutescens,BIRD,Carbohydrates,Saccharides,Monosaccharides
528,AniQWr_1,3520.4375,292074.2,Anisacanthus_quadrifidus,BIRD,Carbohydrates,Saccharides,Disaccharides
528,SalBall_2,9602.0605,739416.5,Salvia_ballotiflora,BEE,Carbohydrates,Saccharides,Disaccharides
528,SalDar_20,29203.3558,188556.5,Salvia_darcyi,BIRD,Carbohydrates,Saccharides,Disaccharides
528,ScutWri_5,15947.1537,446629.8,Scutellaria_wrightii,BEE,Carbohydrates,Saccharides,Disaccharides
528,SalFar_13,11554.1267,725233.1,Salvia_farinaceae,BEE,Carbohydrates,Saccharides,Disaccharides
528,SalDar_15,23637.8061,1830529.3,Salvia_darcyi,BIRD,Carbohydrates,Saccharides,Disaccharides
6076,AniQWr_1,926.1757,4767.259,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
6145,AniQWr_3,2403.726,6456.786,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
8528,AniQWr_3,9639.131,1408.125,Anisacanthus_quadrifidus,BIRD,Shikimates and Phenylpropanoids,Flavonoids,Flavones
8528,AniQWr_1,7763.208,2514.435,Anisacanthus_quadrifidus,BIRD,Shikimates and Phenylpropanoids,Flavonoids,Flavones
9161,AniQWr_2,1867779.8,2562.583,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
9161,AniQWr_4,995944,2342.787,Anisacanthus_quadrifidus,BIRD,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
