CLUSTERID1,CLUSTERID2,DeltaMZ,MEH,Cosine,OtherScore,ComponentIndex,EdgeAnnotation
4348,4593,0,4348,0.9941,4348,608,NA
2278,3790,0,2278,0.9387,2278,608,NA
6633,16021,-0.073,6633,0.9367,6633,608,NA
925,32546,-14.016,925,0.9445,925,608,methanol (-H2O):CH2
2306,4024,0,2306,0.9333,2306,608,NA
2278,4593,0,2278,0.9242,2278,608,NA
2306,4593,0,2306,0.9348,2306,608,NA
2278,2366,0,2278,0.9512,2278,608,NA
2278,2306,0,2278,0.9537,2278,608,NA
2366,3790,0,2366,0.9514,2366,608,NA
4024,4348,0,4024,0.995,4024,608,NA
2366,4593,0,2366,0.9331,2366,608,NA
2366,5638,13.979,2366,0.9367,2366,608,NA
2514,5706,0,2514,0.9375,2514,608,NA
4024,4593,0,4024,0.9933,4024,608,NA
16021,27726,0.066,16021,0.9764,16021,608,NA
2278,4024,0,2278,0.9234,2278,608,NA
2306,4348,0,2306,0.9413,2306,608,NA
3790,4593,0,3790,0.9948,3790,608,NA
1906,2278,0.036,1906,0.9205,1906,608,NA
2278,4348,0,2278,0.9305,2278,608,NA
2366,2514,0,2366,0.9534,2366,608,NA
2366,4024,0,2366,0.927,2366,608,NA
2306,2366,0,2306,0.9616,2306,608,NA
925,27726,-14.016,925,0.9483,925,608,methanol (-H2O):CH2
6633,27726,-0.006,6633,0.9375,6633,608,NA
2514,5638,13.979,2514,0.9257,2514,608,NA
2366,4348,0,2366,0.9371,2366,608,NA
28023,28230,0,28023,0.9622,28023,615,NA
28023,29748,0.001,28023,0.9789,28023,615,NA
28052,29746,-0.001,28052,0.9395,28052,615,NA
28023,29746,0,28023,0.9325,28023,615,NA
28230,29006,-28.031,28230,0.9342,28230,615,C2H4
28052,29748,0,28052,0.985,28052,615,NA
28230,29748,0.002,28230,0.9556,28230,615,NA
29006,29300,0,29006,0.9297,29006,615,NA
28230,29746,0,28230,0.9605,28230,615,NA
29746,29748,0.002,29746,0.9582,29746,615,NA
28052,28230,-0.001,28052,0.9614,28052,615,NA
28023,28052,0.001,28023,0.9853,28023,615,NA
10578,10587,-0.002,10578,0.9144,10578,617,NA
10578,13492,-0.002,10578,0.8758,10578,617,NA
6935,7181,0,6935,0.8358,6935,617,NA
7181,8767,0,7181,0.8208,7181,617,NA
6935,8767,0,6935,0.8103,6935,617,NA
11509,13492,30.011,11509,0.7611,11509,617,CH2O
13445,13492,-0.001,13445,0.8475,13445,617,NA
8767,11509,0,8767,0.8822,8767,617,NA
10587,13492,0,10587,0.8602,10587,617,NA
10578,11509,-30.012,10578,0.7631,10578,617,CH2O
6935,11509,0,6935,0.8429,6935,617,NA
10587,13445,0.001,10587,0.895,10587,617,NA
10578,13445,0,10578,0.8895,10578,617,NA
6935,11300,0.002,6935,0.8397,6935,617,NA
7181,11509,0,7181,0.8116,7181,617,NA
8767,11300,0.002,8767,0.8377,8767,617,NA
7181,11300,0.002,7181,0.8302,7181,617,NA
11300,11509,-0.002,11300,0.8562,11300,617,NA
21651,21696,-30.01,21651,0.8522,21651,620,CH2O
21409,22179,0,21409,0.872,21409,620,NA
21924,24627,15.993,21924,0.8703,21924,620,O
24627,25074,-0.073,24627,0.935,24627,620,NA
21772,21813,1.003,21772,0.8344,21772,620,isotope_13C
21651,21924,-30.009,21651,0.8355,21651,620,CH2O
21651,22179,-0.109,21651,0.9439,21651,620,NA
21772,21924,1.005,21772,0.8452,21772,620,isotope_13C:H
24273,25349,-0.001,24273,0.821,24273,620,NA
24627,25162,-0.073,24627,0.9313,24627,620,NA
19537,21696,-14.016,19537,0.8674,19537,620,methanol (-H2O):CH2
21813,21924,0.002,21813,0.9405,21813,620,NA
21813,24627,15.995,21813,0.879,21813,620,O
25257,25349,-0.002,25257,0.9652,25257,620,NA
19572,21651,44.026,19572,0.8166,19572,620,H2N3:C2H4O
17671,19537,15.996,17671,0.7855,17671,620,O
24273,25162,-0.001,24273,0.9414,24273,620,NA
21651,24627,-14.016,21651,0.9445,21651,620,methanol (-H2O):CH2
19572,21813,14.015,19572,0.8232,19572,620,methanol (-H2O):CH2
19572,24627,30.01,19572,0.8318,19572,620,CH2O
25074,25162,0,25074,0.9509,25074,620,NA
21696,24627,15.994,21696,0.886,21696,620,O
19537,19572,-28.031,19537,0.8197,19537,620,C2H4
24273,25074,0,24273,0.9166,24273,620,NA
17671,21651,31.99,17671,0.7817,17671,620,O2
21696,21813,-0.001,21696,0.9561,21696,620,NA
21696,21924,0.001,21696,0.9569,21696,620,NA
19572,21924,14.017,19572,0.8282,19572,620,methanol (-H2O):CH2
21409,21651,0.109,21409,0.8543,21409,620,NA
19537,21813,-14.017,19537,0.8707,19537,620,methanol (-H2O):CH2
19537,21924,-14.015,19537,0.8629,19537,620,methanol (-H2O):CH2
19537,21651,15.994,19537,0.9601,19537,620,O
24273,24627,0.072,24273,0.8984,24273,620,NA
19572,21696,14.016,19572,0.8424,19572,620,methanol (-H2O):CH2
21696,21772,-1.004,21696,0.8454,21696,620,isotope_13C:H
24273,25257,0.001,24273,0.8268,24273,620,NA
19537,24627,1.979,19537,0.9406,19537,620,NA
21651,21813,-30.011,21651,0.8348,21651,620,CH2O
10927,11226,-0.001,10927,0.9957,10927,633,NA
2788,10927,0.001,2788,0.9842,2788,633,NA
2163,10163,0,2163,0.9214,2163,633,NA
2788,3041,0,2788,0.9925,2788,633,NA
2091,8846,0.001,2091,0.9295,2091,633,NA
3041,11689,-0.001,3041,0.9771,3041,633,NA
2091,9128,0,2091,0.9302,2091,633,NA
3041,9128,0,3041,0.933,3041,633,NA
3041,11226,0,3041,0.9786,3041,633,NA
2788,9128,0,2788,0.9373,2788,633,NA
10163,11226,0,10163,0.9351,10163,633,NA
2091,11226,0,2091,0.9877,2091,633,NA
8846,11226,-0.001,8846,0.9368,8846,633,NA
8846,9128,-0.001,8846,0.9955,8846,633,NA
10927,11689,-0.001,10927,0.9923,10927,633,NA
2091,2788,-0.001,2091,0.9758,2091,633,NA
10163,10927,0.001,10163,0.9339,10163,633,NA
2163,2788,0,2163,0.9567,2163,633,NA
8846,10927,0,8846,0.9359,8846,633,NA
2163,3041,0,2163,0.9562,2163,633,NA
8846,10163,-0.001,8846,0.9947,8846,633,NA
2788,8846,0.001,2788,0.9353,2788,633,NA
2091,3041,0,2091,0.9743,2091,633,NA
2163,10927,0.001,2163,0.9758,2163,633,NA
9128,11689,-0.001,9128,0.9314,9128,633,NA
3041,10163,0,3041,0.9231,3041,633,NA
2091,2163,0,2091,0.9725,2091,633,NA
9128,10927,0.001,9128,0.9395,9128,633,NA
2163,11689,-0.001,2163,0.9792,2163,633,NA
8846,11689,-0.002,8846,0.9311,8846,633,NA
2091,11689,-0.001,2091,0.9899,2091,633,NA
9128,11226,0,9128,0.9347,9128,633,NA
2788,11226,0,2788,0.9821,2788,633,NA
10163,11689,-0.001,10163,0.9326,10163,633,NA
2091,10927,0.001,2091,0.9902,2091,633,NA
3041,8846,0.001,3041,0.9277,3041,633,NA
11226,11689,-0.001,11226,0.9897,11226,633,NA
3041,10927,0.001,3041,0.9839,3041,633,NA
2163,11226,0,2163,0.9723,2163,633,NA
2788,10163,0,2788,0.9317,2788,633,NA
9128,10163,0,9128,0.9906,9128,633,NA
2788,11689,0,2788,0.9765,2788,633,NA
2091,10163,0,2091,0.93,2091,633,NA
23374,24645,-13.979,23374,0.9213,23374,635,NA
22984,23374,46.005,22984,0.8219,22984,635,CH2O2
7950,8169,-0.001,7950,0.9484,7950,636,NA
11136,12113,-148.016,11136,0.9003,11136,637,NA
2415,10544,-146.038,2415,0.9111,2415,637,NA
2735,4393,0,2735,0.9147,2735,637,NA
2309,11136,62,2309,0.9386,2309,637,CH2O3:C4N
12113,12500,0,12113,0.9074,12113,637,NA
2692,2735,0.002,2692,0.9384,2692,637,NA
3449,3630,-0.001,3449,0.9217,3449,637,NA
9780,10772,0.001,9780,0.9414,9780,637,NA
3191,11136,62.001,3191,0.9064,3191,637,CH2O3:C4N
2735,4608,-0.001,2735,0.9072,2735,637,NA
10772,11136,0,10772,0.9578,10772,637,NA
10544,14371,0,10544,0.9082,10544,637,NA
2309,3191,-0.001,2309,0.9059,2309,637,NA
9780,14221,-50.016,9780,0.9157,9780,637,C4H2
2525,3974,30.01,2525,0.9037,2525,637,CH2O
2599,2692,-42.048,2599,0.9017,2599,637,C3H6
3043,4393,0.001,3043,0.9067,3043,637,NA
6802,7582,0,6802,0.934,6802,637,NA
2525,2735,-42.046,2525,0.9118,2525,637,C3H6
2470,2692,17.974,2470,0.9044,2470,637,NA
2525,2599,0,2525,0.9598,2525,637,NA
13806,14221,0,13806,0.9063,13806,637,NA
2692,6802,0.037,2692,0.9125,2692,637,NA
2309,13316,-44.005,2309,0.9022,2309,637,NA
6802,10772,43.99,6802,0.9133,6802,637,CO2
2309,10772,62,2309,0.9183,2309,637,CH2O3:C4N
2525,3449,30.012,2525,0.9162,2525,637,CH2O
2470,11136,62.001,2470,0.9712,2470,637,CH2O3:C4N
2415,2599,-0.001,2415,0.9676,2415,637,NA
2525,13316,-104.026,2525,0.9045,2525,637,NA
2309,7582,18.01,2309,0.94,2309,637,H2O
2415,9780,1.978,2415,0.9113,2415,637,NA
6802,9780,43.989,6802,0.9333,6802,637,CO2
2525,2692,-42.048,2525,0.9146,2525,637,C3H6
3630,4216,0,3630,0.9133,3630,637,NA
7582,12113,-104.026,7582,0.9013,7582,637,NA
2415,7926,15.994,2415,0.9024,2415,637,O
2692,4608,0.001,2692,0.9146,2692,637,NA
2309,6802,18.01,2309,0.9235,2309,637,H2O
7582,14221,-6.026,7582,0.9248,7582,637,NA
6802,11136,43.99,6802,0.9392,6802,637,CO2
4393,9780,44.025,4393,0.9047,4393,637,H2N3:C2H4O
2470,7582,18.011,2470,0.9686,2470,637,H2O
3449,3974,-0.001,3449,0.9241,3449,637,NA
2692,3043,0.001,2692,0.9275,2692,637,NA
11136,13316,-106.005,11136,0.9084,11136,637,NA
7582,9780,43.99,7582,0.9571,7582,637,CO2
2415,6802,-42.012,2415,0.9013,2415,637,N3:C2H2O
2470,14221,11.985,2470,0.9092,2470,637,NA
10544,12113,0,10544,0.9287,10544,637,NA
2735,7582,0.035,2735,0.9006,2735,637,NA
2470,9780,62,2470,0.9589,2470,637,CH2O3:C4N
2470,13316,-44.005,2470,0.9173,2470,637,NA
3630,3974,0,3630,0.9236,3630,637,NA
7582,13806,-6.026,7582,0.9031,7582,637,NA
2599,3974,30.01,2599,0.9072,2599,637,CH2O
2415,14221,-48.038,2415,0.9039,2415,637,NA
2415,2525,-0.001,2415,0.9776,2415,637,NA
3974,4216,0,3974,0.9299,3974,637,NA
2525,9780,1.979,2525,0.9045,2525,637,NA
10772,14221,-50.016,10772,0.9158,10772,637,C4H2
2415,3734,30.01,2415,0.9127,2415,637,CH2O
2692,7582,0.037,2692,0.9017,2692,637,NA
3191,7582,18.011,3191,0.9065,3191,637,H2O
2525,3630,30.01,2525,0.9156,2525,637,CH2O
11136,14221,-50.016,11136,0.9324,11136,637,C4H2
2309,3043,17.974,2309,0.9007,2309,637,NA
3734,4216,0,3734,0.9397,3734,637,NA
2415,2735,-42.047,2415,0.9159,2415,637,C3H6
2415,7582,-42.012,2415,0.9093,2415,637,N3:C2H2O
2525,3734,30.011,2525,0.909,2525,637,CH2O
2415,12113,-146.038,2415,0.916,2415,637,NA
2470,3191,0,2470,0.9195,2470,637,NA
3449,4216,-0.001,3449,0.911,3449,637,NA
7582,13316,-62.015,7582,0.9101,7582,637,H2N2O2:C5H2
4393,6802,0.035,4393,0.9071,4393,637,NA
9780,11136,0,9780,0.9605,9780,637,NA
2415,2692,-42.049,2415,0.919,2415,637,C3H6
2735,6802,0.035,2735,0.9048,2735,637,NA
2599,3449,30.012,2599,0.9172,2599,637,CH2O
2525,12113,-146.036,2525,0.9265,2525,637,NA
3734,3974,0,3734,0.9417,3734,637,NA
2599,3630,30.01,2599,0.9192,2599,637,CH2O
11136,13806,-50.016,11136,0.9117,11136,637,C4H2
9780,13316,-106.005,9780,0.9026,9780,637,NA
2415,13316,-104.027,2415,0.911,2415,637,NA
12113,14371,0,12113,0.9317,12113,637,NA
2470,6802,18.011,2470,0.9394,2470,637,H2O
2309,9780,62,2309,0.9363,2309,637,CH2O3:C4N
2309,2735,17.975,2309,0.9074,2309,637,NA
7582,11136,43.99,7582,0.9711,7582,637,CO2
2599,3734,30.011,2599,0.9147,2599,637,CH2O
2309,2470,-0.001,2309,0.9522,2309,637,NA
3449,3734,-0.001,3449,0.9305,3449,637,NA
2415,3974,30.009,2415,0.9068,2415,637,CH2O
2415,11136,1.978,2415,0.9055,2415,637,NA
2692,4355,0.001,2692,0.9011,2692,637,NA
2525,10544,-146.037,2525,0.9161,2525,637,NA
2525,7582,-42.011,2525,0.9026,2525,637,N3:C2H2O
2470,10772,62.001,2470,0.9516,2470,637,CH2O3:C4N
3191,9780,62,3191,0.9039,3191,637,CH2O3:C4N
2692,9780,44.027,2692,0.913,2692,637,H2N3:C2H4O
2735,9780,44.025,2735,0.9039,2735,637,H2N3:C2H4O
3630,3734,0.001,3630,0.9314,3630,637,NA
2735,3043,-0.001,2735,0.9312,2735,637,NA
2692,4393,0.002,2692,0.9228,2692,637,NA
2415,3449,30.011,2415,0.9201,2415,637,CH2O
2309,2692,17.973,2309,0.9161,2309,637,NA
7582,10772,43.99,7582,0.9514,7582,637,CO2
2415,3630,30.009,2415,0.9205,2415,637,CH2O
12606,13254,0,12606,0.8744,12606,638,NA
13172,13254,14.016,13172,0.8005,13172,638,methanol (-H2O):CH2
12601,13172,-0.061,12601,0.8799,12601,638,NA
10967,13088,-30.01,10967,0.7796,10967,642,CH2O
10967,12618,-15.995,10967,0.832,10967,642,O
12618,13088,-14.015,12618,0.8567,12618,642,methanol (-H2O):CH2
12708,13088,0,12708,0.8512,12708,642,NA
10967,12708,-30.01,10967,0.7973,10967,642,CH2O
12618,12708,-14.015,12618,0.91,12618,642,methanol (-H2O):CH2
9563,11712,-14.014,9563,0.8026,9563,653,methanol (-H2O):CH2
13348,16574,30.011,13348,0.775,13348,653,CH2O
15819,16574,0.002,15819,0.7544,15819,653,NA
15625,16574,-0.001,15625,0.811,15625,653,NA
10930,13348,-44.028,10930,0.7441,10930,653,H2N3:C2H4O
8944,11206,-0.001,8944,0.7635,8944,653,NA
15625,15819,-0.003,15625,0.8608,15625,653,NA
9563,13348,-28.029,9563,0.7437,9563,653,C2H4
9563,10930,15.998,9563,0.8218,9563,653,O
11206,16297,-14.016,11206,0.7404,11206,653,methanol (-H2O):CH2
15625,16297,-0.003,15625,0.8596,15625,653,NA
10930,12161,0.031,10930,0.7409,10930,653,NA
9161,9563,-15.997,9161,0.7968,9161,653,O
10930,16574,-14.017,10930,0.7587,10930,653,methanol (-H2O):CH2
8944,10656,0.033,8944,0.8232,8944,653,NA
8944,16002,-14.015,8944,0.831,8944,653,methanol (-H2O):CH2
9563,16574,1.982,9563,0.7502,9563,653,NA
16002,16297,-0.002,16002,0.8386,16002,653,NA
8944,15625,-14.013,8944,0.7865,8944,653,methanol (-H2O):CH2
8944,15819,-14.017,8944,0.7926,8944,653,methanol (-H2O):CH2
11206,16002,-14.014,11206,0.7634,11206,653,methanol (-H2O):CH2
15625,16002,-0.001,15625,0.8721,15625,653,NA
16002,16574,0,16002,0.8391,16002,653,NA
15819,16002,0.002,15819,0.8517,15819,653,NA
11206,12161,0.034,11206,0.7999,11206,653,NA
11678,11712,0.001,11678,0.8341,11678,653,NA
11206,15625,-14.012,11206,0.7481,11206,653,methanol (-H2O):CH2
9295,9563,-15.996,9295,0.7455,9295,653,O
13348,16002,30.011,13348,0.7553,13348,653,CH2O
10245,11712,0.001,10245,0.7928,10245,653,NA
8944,9563,-15.996,8944,0.7915,8944,653,O
8944,12161,0.033,8944,0.819,8944,653,NA
15819,16297,0,15819,0.8109,15819,653,NA
13348,14204,0,13348,0.747,13348,653,NA
9563,10245,-14.015,9563,0.7476,9563,653,methanol (-H2O):CH2
9119,12161,16.007,9119,0.7491,9119,653,NA
9119,9563,-0.022,9119,0.8203,9119,653,NA
10656,12161,0,10656,0.8767,10656,653,NA
9563,16002,1.982,9563,0.7873,9563,653,NA
8944,9295,-0.001,8944,0.7475,8944,653,NA
16297,16574,0.002,16297,0.832,16297,653,NA
18802,19165,0,18802,0.9219,18802,654,NA
25669,26140,15.996,25669,0.8994,25669,661,O
24669,25494,133.999,24669,0.8688,24669,661,NA
25494,25669,-136.016,25494,0.9374,25494,661,NA
25986,26140,31.99,25986,0.8679,25986,661,O2
25669,25765,-58.005,25669,0.8937,25669,661,N3O:C2H2O2
25494,26140,-120.02,25494,0.8905,25494,661,NA
25765,26140,74.001,25765,0.9184,25765,661,N3O2:C2H2O3:C5N
25765,25986,42.012,25765,0.8892,25765,661,N3:C2H2O
25494,25765,-194.021,25494,0.8756,25494,661,NA
24669,25669,-2.017,24669,0.8777,24669,661,H2
20717,20761,-46.005,20717,0.7241,20717,671,CH2O2
27674,27787,-0.001,27674,0.8753,27674,678,NA
10779,13026,-15.995,10779,0.8486,10779,679,O
15025,20648,15.995,15025,0.901,15025,679,O
12820,15052,15.995,12820,0.9158,12820,679,O
17217,20648,0,17217,0.9312,17217,679,NA
18147,19222,0,18147,0.941,18147,679,NA
10779,18147,15.995,10779,0.8296,10779,679,O
15025,17217,15.995,15025,0.9034,15025,679,O
16657,17217,0,16657,0.8668,16657,679,NA
10779,15025,0,10779,0.9083,10779,679,NA
14843,17217,0,14843,0.9739,14843,679,NA
13026,18147,31.99,13026,0.8435,13026,679,O2
13026,16657,31.99,13026,0.8236,13026,679,O2
12820,17217,15.994,12820,0.9065,12820,679,O
15052,20648,0,15052,0.9541,15052,679,NA
13048,15434,-0.001,13048,0.8985,13048,679,NA
10779,17217,15.995,10779,0.8793,10779,679,O
14843,16657,0,14843,0.8654,14843,679,NA
10325,12820,-0.001,10325,0.8846,10325,679,NA
13026,15434,14.991,13026,0.7822,13026,679,NA
10779,16657,15.995,10779,0.8376,10779,679,O
10325,17217,15.994,10325,0.8636,10325,679,O
16657,18147,0,16657,0.9425,16657,679,NA
15052,18147,0,15052,0.8703,15052,679,NA
10779,20648,15.995,10779,0.8729,10779,679,O
10325,15052,15.994,10325,0.8787,10325,679,O
10325,15025,-0.001,10325,0.8962,10325,679,NA
15064,15434,-15.995,15064,0.8448,15064,679,O
18147,20648,0,18147,0.8348,18147,679,NA
10325,18147,15.994,10325,0.8178,10325,679,O
15025,16657,15.995,15025,0.8379,15025,679,O
12820,15434,-1.004,12820,0.798,12820,679,isotope_13C
10325,10779,-0.001,10325,0.9868,10325,679,NA
15052,16657,0,15052,0.862,15052,679,NA
12820,16657,15.994,12820,0.8305,12820,679,O
12820,13026,-15.995,12820,0.8855,12820,679,O
12820,20648,15.994,12820,0.8982,12820,679,O
16657,19584,0,16657,0.8517,16657,679,NA
16657,19222,0,16657,0.8888,16657,679,NA
12820,14843,15.995,12820,0.9001,12820,679,O
10779,15052,15.995,10779,0.8944,10779,679,O
10779,12820,0,10779,0.9007,10779,679,NA
15025,15052,15.995,15025,0.9197,15025,679,O
13048,15064,15.995,13048,0.8007,13048,679,O
14843,15052,0,14843,0.9741,14843,679,NA
14843,15025,-15.995,14843,0.9084,14843,679,O
15025,18147,15.995,15025,0.8571,15025,679,O
10779,14843,15.995,10779,0.8859,10779,679,O
17217,18147,0,17217,0.876,17217,679,NA
12820,18147,15.995,12820,0.849,12820,679,O
14843,20648,0,14843,0.9274,14843,679,NA
10325,14843,15.994,10325,0.8728,10325,679,O
8806,17217,31.99,8806,0.7868,8806,679,O2
19222,19584,0,19222,0.9393,19222,679,NA
8806,15052,31.99,8806,0.8116,8806,679,O2
16657,20648,0,16657,0.8255,16657,679,NA
14843,18147,0,14843,0.886,14843,679,NA
15052,17217,0,15052,0.9751,15052,679,NA
8806,20648,31.99,8806,0.8082,8806,679,O2
10325,16657,15.994,10325,0.8308,10325,679,O
13026,15025,15.995,13026,0.8928,13026,679,O
8806,14843,31.99,8806,0.7812,8806,679,O2
10325,20648,15.994,10325,0.8537,10325,679,O
12820,15025,0,12820,0.9307,12820,679,NA
13026,20648,31.99,13026,0.866,13026,679,O2
18147,19584,-0.001,18147,0.9045,18147,679,NA
13026,14843,31.99,13026,0.8904,13026,679,O2
13026,17217,31.99,13026,0.8897,13026,679,O2
10325,13026,-15.996,10325,0.8458,10325,679,O
13026,15052,31.99,13026,0.894,13026,679,O2
14679,17813,42.006,14679,0.8938,14679,681,N3:C2H2O
23668,23969,0,23668,0.8674,23668,684,NA
10790,15004,15.995,10790,0.9741,10790,685,O
10790,20112,-178.062,10790,0.7842,10790,685,NA
15004,20764,0,15004,0.9394,15004,685,NA
20112,21967,15.995,20112,0.8411,20112,685,O
10790,20764,15.995,10790,0.9331,10790,685,O
20764,21967,-178.062,20764,0.7903,20764,685,NA
15004,21967,-178.062,15004,0.83,15004,685,NA
22197,23565,-0.001,22197,0.9485,22197,686,NA
23565,26510,0.001,23565,0.9281,23565,686,NA
17495,26510,0.001,17495,0.9307,17495,686,NA
17495,21869,0.001,17495,0.9416,17495,686,NA
17495,20679,0,17495,0.9138,17495,686,NA
21869,26510,0,21869,0.9663,21869,686,NA
21869,23565,-0.001,21869,0.9407,21869,686,NA
17495,26749,0,17495,0.9308,17495,686,NA
22149,23565,180.06,22149,0.8859,22149,686,NA
22197,26749,0,22197,0.9425,22197,686,NA
26510,26749,0,26510,0.9686,26510,686,NA
21869,22197,0,21869,0.9681,21869,686,NA
22197,26510,0,22197,0.9523,22197,686,NA
20679,23565,0,20679,0.9139,20679,686,NA
17495,22149,-180.061,17495,0.8964,17495,686,NA
20679,26510,0.001,20679,0.964,20679,686,NA
23565,26749,0.001,23565,0.9288,23565,686,NA
22149,26510,180.061,22149,0.8802,22149,686,NA
17495,22197,0,17495,0.9428,17495,686,NA
17495,23565,-0.001,17495,0.9662,17495,686,NA
20679,22197,0.001,20679,0.9638,20679,686,NA
20679,26749,0.001,20679,0.962,20679,686,NA
20679,21869,0.001,20679,0.9638,20679,686,NA
21869,26749,0,21869,0.9656,21869,686,NA
17529,22149,-162.05,17529,0.9217,17529,686,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
23656,26313,30.01,23656,0.6497,23656,687,CH2O
2996,3192,-0.001,2996,0.9585,2996,688,NA
3192,3204,0.001,3192,0.9785,3192,688,NA
2996,3204,0,2996,0.965,2996,688,NA
15792,16160,0,15792,0.9756,15792,689,NA
9067,11311,0,9067,0.7888,9067,694,NA
22333,22611,0,22333,0.9258,22333,699,NA
16001,19344,-3.011,16001,0.833,16001,699,NA
16325,17409,0,16325,0.8605,16325,699,NA
16014,19039,0,16014,0.8586,16014,699,NA
18722,19052,0,18722,0.9454,18722,699,NA
16325,19344,0,16325,0.8837,16325,699,NA
16014,16412,3.011,16014,0.8972,16014,699,NA
16001,16014,-3.011,16001,0.8516,16001,699,NA
16001,16412,0,16001,0.9365,16001,699,NA
16014,17409,0,16014,0.8542,16014,699,NA
17409,19039,0,17409,0.8085,17409,699,NA
16014,19344,0,16014,0.8806,16014,699,NA
16001,16325,-3.011,16001,0.8484,16001,699,NA
16412,19039,-3.011,16412,0.8158,16412,699,NA
16001,19052,27.995,16001,0.8103,16001,699,CO
16412,19052,27.995,16412,0.807,16412,699,CO
16001,22333,-2.016,16001,0.8132,16001,699,H2
16325,19039,0,16325,0.8695,16325,699,NA
16014,16325,0,16014,0.9691,16014,699,NA
19039,19344,0,19039,0.9377,19039,699,NA
16412,22611,-2.016,16412,0.8103,16412,699,H2
16001,22611,-2.016,16001,0.8265,16001,699,H2
16412,19344,-3.011,16412,0.8416,16412,699,NA
16325,16412,3.011,16325,0.8832,16325,699,NA
16001,19039,-3.011,16001,0.8187,16001,699,NA
26049,26750,0,26049,0.9434,26049,704,NA
24313,26099,-28.032,24313,0.9653,24313,708,C2H4
23543,25944,-42.01,23543,0.9024,23543,708,N3:C2H2O
24313,25944,-42.01,24313,0.9559,24313,708,N3:C2H2O
23543,26099,-28.032,23543,0.8896,23543,708,C2H4
23543,24313,-0.001,23543,0.9051,23543,708,NA
15178,15216,15.995,15178,0.7385,15178,711,O
15112,15216,-15.995,15112,0.751,15112,711,O
2698,2899,-0.001,2698,0.8709,2698,712,NA
2834,2899,-0.001,2834,0.8829,2834,712,NA
2698,2808,18.01,2698,0.7419,2698,712,H2O
2698,2834,0,2698,0.9666,2698,712,NA
2808,2834,-18.011,2808,0.7772,2808,712,H2O
25057,25577,15.997,25057,0.931,25057,719,O
24347,24872,15.994,24347,0.8927,24347,719,O
23925,25057,15.995,23925,0.9109,23925,719,O
23986,25649,-14.015,23986,0.7046,23986,719,methanol (-H2O):CH2
24221,25747,-14.016,24221,0.7827,24221,719,methanol (-H2O):CH2
23922,25395,0,23922,0.9764,23922,719,NA
24221,25161,-74.037,24221,0.7007,24221,719,CH4N3O:C3H6O2
24610,25747,30.011,24610,0.7685,24610,719,CH2O
23922,25270,-15.995,23922,0.9158,23922,719,O
24347,25395,15.995,24347,0.9184,24347,719,O
24872,25057,-15.995,24872,0.912,24872,719,O
25270,25395,15.995,25270,0.9198,25270,719,O
23925,24347,15.995,23925,0.8981,23925,719,O
23922,24347,-15.995,23922,0.9119,23922,719,O
25395,25577,0.001,25395,0.9723,25395,719,NA
23922,24872,-0.001,23922,0.9311,23922,719,NA
25161,26343,30.011,25161,0.8362,25161,719,CH2O
21754,25161,-58.042,21754,0.7059,21754,719,CH4N3:C3H6O
21754,25747,1.979,21754,0.7531,21754,719,NA
25057,25395,15.996,25057,0.9259,25057,719,O
24872,25577,0.001,24872,0.9299,24872,719,NA
24610,25161,-30.01,24610,0.7016,24610,719,CH2O
23922,25057,-15.996,23922,0.9166,23922,719,O
21754,24221,15.995,21754,0.8521,21754,719,O
24221,24610,-44.027,24221,0.8438,24221,719,H2N3:C2H4O
21754,24610,-28.032,21754,0.8,21754,719,C2H4
25161,25649,-30.01,25161,0.8129,25161,719,CH2O
25270,25577,15.995,25270,0.9158,25270,719,O
25747,26343,-30.011,25747,0.7324,25747,719,CH2O
24347,25577,15.996,24347,0.9135,24347,719,O
24872,25395,0.001,24872,0.9344,24872,719,NA
23922,25577,0,23922,0.9625,23922,719,NA
25649,26343,60.021,25649,0.7733,25649,719,H2N3O:C2H4O2
24872,25270,-15.994,24872,0.9126,24872,719,O
25057,25270,0.001,25057,0.9535,25057,719,NA
23925,25270,15.996,23925,0.909,23925,719,O
14906,15069,0.002,14906,0.8528,14906,722,NA
15069,18670,-0.001,15069,0.8225,15069,722,NA
15668,15927,-18.012,15668,0.8719,15668,725,H2O
15668,15913,-0.001,15668,0.8986,15668,725,NA
15668,15925,-0.003,15668,0.879,15668,725,NA
15913,15925,-0.001,15913,0.899,15913,725,NA
13163,13391,-0.002,13163,0.9207,13163,727,NA
32481,32658,0,32481,0.9926,32481,731,NA
2249,2296,0,2249,0.7777,2249,733,NA
2296,2344,0,2296,0.7763,2296,733,NA
2249,2344,0,2249,0.764,2249,733,NA
8562,8895,-1.003,8562,0.9211,8562,736,isotope_13C
8562,9000,0,8562,0.9843,8562,736,NA
8562,10722,0.039,8562,0.9406,8562,736,NA
8562,13392,0,8562,0.958,8562,736,NA
8562,14035,0,8562,0.8707,8562,736,NA
10722,14035,-0.039,10722,0.893,10722,736,NA
8895,13392,1.003,8895,0.9144,8895,736,isotope_13C
13001,13392,0,13001,0.861,13001,736,NA
9000,13392,0,9000,0.9515,9000,736,NA
9000,10722,0.039,9000,0.942,9000,736,NA
8895,9000,1.003,8895,0.9187,8895,736,isotope_13C
