CLUSTERID1,CLUSTERID2,DeltaMZ,MEH,Cosine,OtherScore,ComponentIndex,EdgeAnnotation
31173,31192,-26.013,31173,0.8957,31173,78,C2H2
31417,31691,23.996,31417,0.8763,31417,78,C2
31462,31670,24.003,31462,0.8004,31462,78,C2
31288,31670,-2.013,31288,0.9478,31288,78,H2
29276,31323,-26.088,29276,0.8032,29276,78,NA
29276,29788,27.996,29276,0.7821,29276,78,CO
31173,31599,-4.032,31173,0.8474,31173,78,H4
31691,32130,-4.03,31691,0.826,31691,78,H4
31288,31336,26.018,31288,0.8294,31288,78,C2H2
31035,31173,-2.015,31035,0.9387,31035,78,H2
31688,32024,-2.016,31688,0.7996,31688,78,H2
31336,31878,-30.051,31336,0.8577,31336,78,C2H6
31417,31569,-26.02,31417,0.8706,31417,78,C2H2
31288,31462,-26.016,31288,0.8303,31288,78,C2H2
31599,31691,0,31599,0.9707,31599,78,NA
31417,31803,-4.032,31417,0.8559,31417,78,H4
31389,31569,-26.017,31389,0.9159,31389,78,C2H2
31389,31417,0.004,31389,0.8599,31389,78,NA
31783,31888,-26.012,31783,0.8881,31783,78,C2H2
31192,32024,-6.051,31192,0.8972,31192,78,NA
31867,31888,-26.011,31867,0.7953,31867,78,C2H2
31417,31867,21.98,31417,0.8311,31417,78,adduct_rel_H_Na:Na-H
31793,32042,-2.016,31793,0.7893,31793,78,H2
31639,31888,-2.016,31639,0.8712,31639,78,H2
31035,31128,-28.032,31035,0.7913,31035,78,C2H4
31639,31783,23.996,31639,0.8469,31639,78,C2
31691,31867,-2.016,31691,0.8533,31691,78,H2
29276,31691,-28.104,29276,0.7994,29276,78,NA
31803,32106,23.996,31803,0.8158,31803,78,C2
31192,31462,-28.034,31192,0.7924,31192,78,C2H4
31389,31593,-2.016,31389,0.8272,31389,78,H2
31323,31878,-30.047,31323,0.8591,31323,78,C2H6
31888,32106,23.996,31888,0.8128,31888,78,C2
31173,31270,-26.017,31173,0.8059,31173,78,C2H2
31593,31878,-2.016,31593,0.8259,31593,78,H2
31691,31878,-28.031,31691,0.8492,31691,78,C2H4
29054,31270,-32.078,29054,0.813,29054,78,NA
31270,31336,24.004,31270,0.7832,31270,78,C2
31793,32130,24.001,31793,0.8333,31793,78,C2
31323,31389,-26.015,31323,0.8114,31323,78,C2H2
31336,31670,-28.031,31336,0.8688,31336,78,C2H4
31803,32232,-2.019,31803,0.884,31803,78,H2
29276,31417,-52.099,29276,0.8252,29276,78,NA
30217,31417,29.978,30217,0.8052,30217,78,NA
31631,32130,-4.034,31631,0.8002,31631,78,H4
31389,31670,-2.013,31389,0.9225,31389,78,H2
31173,31336,-2.012,31173,0.8785,31173,78,H2
31389,31783,21.984,31389,0.8853,31389,78,adduct_rel_H_Na:Na-H
31417,31599,23.996,31417,0.8683,31417,78,C2
31670,31803,-2.016,31670,0.9282,31670,78,H2
31173,31288,-28.03,31173,0.9316,31173,78,C2H4
31793,32113,-2.015,31793,0.8081,31793,78,H2
31691,31783,-2.015,31691,0.847,31691,78,H2
31323,31691,-2.016,31323,0.8411,31323,78,H2
31670,32024,-2.02,31670,0.9129,31670,78,H2
31639,31803,-2.016,31639,0.8463,31639,78,H2
31670,31793,-2.019,31670,0.8609,31670,78,H2
31270,31288,-2.014,31270,0.8597,31270,78,H2
31192,31670,-4.031,31192,0.8847,31192,78,H4
29788,31323,-54.083,29788,0.8137,29788,78,NA
31323,31417,-26.012,31323,0.9565,31323,78,C2H2
31569,31688,24,31569,0.8299,31569,78,C2
31599,32106,-4.032,31599,0.8393,31599,78,H4
31593,31793,-2.016,31593,0.8068,31593,78,H2
32024,32113,-2.014,32024,0.886,32024,78,H2
31670,31878,-2.019,31670,0.7854,31670,78,H2
29788,31417,-80.095,29788,0.8604,29788,78,NA
31173,31670,-30.044,31173,0.9052,31173,78,C2H6
31173,31417,-28.028,31173,0.8789,31173,78,C2H4
31417,31783,21.98,31417,0.8269,31417,78,adduct_rel_H_Na:Na-H
31389,31639,-2.012,31389,0.8694,31389,78,H2
29276,31593,-54.119,29276,0.7827,29276,78,NA
31288,31389,-0.001,31288,0.9073,31288,78,NA
31323,31670,-28.028,31323,0.8673,31323,78,C2H4
31128,31599,21.985,31128,0.817,31128,78,adduct_rel_H_Na:Na-H
31417,31670,-2.016,31417,0.8463,31417,78,H2
31128,31192,0.003,31128,0.8691,31128,78,NA
31035,31270,-28.032,31035,0.8373,31035,78,C2H4
32042,32106,26.016,32042,0.8177,32042,78,C2H2
31593,31888,-2.012,31593,0.8308,31593,78,H2
31783,31867,0,31783,0.7928,31783,78,NA
31783,31793,-26.016,31783,0.8223,31783,78,C2H2
31288,31688,-2.017,31288,0.8419,31288,78,H2
31192,31270,-0.004,31192,0.8362,31192,78,NA
31173,32024,-32.064,31173,0.9266,31173,78,NA
31599,31631,0.003,31599,0.9085,31599,78,NA
31569,31593,24.001,31569,0.811,31569,78,C2
31128,31691,21.984,31128,0.8274,31128,78,adduct_rel_H_Na:Na-H
31389,31599,24,31389,0.8187,31389,78,C2
31783,31803,-26.013,31783,0.8958,31783,78,C2H2
31417,31878,-4.036,31417,0.8458,31417,78,H4
31688,31803,-2.012,31688,0.817,31688,78,H2
31128,31288,-2.014,31128,0.7947,31128,78,H2
31888,32232,-2.02,31888,0.8858,31888,78,H2
31389,31793,-4.032,31389,0.8129,31389,78,H4
31691,32024,-28.032,31691,0.8813,31691,78,C2H4
31128,32024,-6.047,31128,0.8175,31128,78,NA
31128,31336,24.004,31128,0.9019,31128,78,C2
31192,31569,-28.035,31192,0.9197,31192,78,C2H4
30217,31035,60.021,30217,0.7828,30217,78,H2N3O:C2H4O2
31593,31691,26.015,31593,0.8736,31593,78,C2H2
29276,31599,-28.103,29276,0.7945,29276,78,NA
31192,31336,24.001,31192,0.8039,31192,78,C2
31670,31691,26.012,31670,0.8425,31670,78,C2H2
31173,31389,-28.031,31173,0.9029,31173,78,C2H4
31867,32232,-28.031,31867,0.8093,31867,78,C2H4
31288,32024,-4.033,31288,0.912,31288,78,H4
31599,31878,-28.031,31599,0.8529,31599,78,C2H4
31192,31691,21.981,31192,0.7972,31192,78,adduct_rel_H_Na:Na-H
29318,31417,-22.092,29318,0.7817,29318,78,NA
29788,31128,-78.084,29788,0.8107,29788,78,NA
31288,32113,-6.047,31288,0.875,31288,78,NA
31336,31593,-28.035,31336,0.8958,31336,78,C2H4
31462,32024,21.983,31462,0.8082,31462,78,adduct_rel_H_Na:Na-H
32024,32232,-2.016,32024,0.9127,32024,78,H2
31389,31888,-4.028,31389,0.906,31389,78,H4
31803,31888,0.001,31803,0.9309,31803,78,NA
31270,31417,-2.011,31270,0.7959,31270,78,H2
29276,31270,-50.088,29276,0.8297,29276,78,NA
31803,32113,-2.018,31803,0.8781,31803,78,H2
31336,31389,-26.019,31336,0.8113,31336,78,C2H2
31599,32024,-28.032,31599,0.8847,31599,78,C2H4
31035,31417,-30.043,31035,0.8171,31035,78,C2H6
31599,31783,-2.016,31599,0.8475,31599,78,H2
31336,32024,-30.051,31336,0.8427,31336,78,C2H6
31323,32024,-30.048,31323,0.8438,31323,78,C2H6
31323,31631,-2.012,31323,0.8144,31323,78,H2
31173,31323,-2.016,31173,0.8785,31173,78,H2
31128,31173,26.016,31128,0.8569,31128,78,C2H2
31270,31323,24.001,31270,0.7852,31270,78,C2
31288,31417,0.003,31288,0.8472,31288,78,NA
31783,32113,-28.031,31783,0.8433,31783,78,C2H4
31417,32024,-4.036,31417,0.859,31417,78,H4
31631,31670,-26.015,31631,0.8249,31631,78,C2H2
31336,31462,-52.034,31336,0.7989,31336,78,C4H4
31793,31888,0.004,31793,0.8618,31793,78,NA
31389,31462,-26.016,31389,0.864,31389,78,C2H2
31569,32024,21.984,31569,0.9151,31569,78,adduct_rel_H_Na:Na-H
31128,31878,-6.047,31128,0.8038,31128,78,NA
31569,31670,24.004,31569,0.9195,31569,78,C2
31593,31599,26.016,31593,0.8753,31593,78,C2H2
31288,31323,26.014,31288,0.8287,31288,78,C2H2
31270,31569,-28.031,31270,0.8344,31270,78,C2H4
31793,32106,23.999,31793,0.9004,31793,78,C2
31128,31569,-28.031,31128,0.8504,31128,78,C2H4
32106,32130,0.001,32106,0.8153,32106,78,NA
31417,32113,-6.05,31417,0.7986,31417,78,NA
31599,31670,-26.012,31599,0.8441,31599,78,C2H2
31389,31688,-2.016,31389,0.8392,31389,78,H2
31569,31599,50.016,31569,0.8285,31569,78,C4H2
31323,31593,-28.031,31323,0.911,31323,78,C2H4
31593,31631,26.019,31593,0.8459,31593,78,C2H2
31192,31688,-4.034,31192,0.8006,31192,78,H4
31270,31389,-2.015,31270,0.9152,31270,78,H2
31793,32232,-2.016,31793,0.8089,31793,78,H2
29788,31336,-54.08,29788,0.811,29788,78,NA
31288,31569,-26.018,31288,0.9171,31288,78,C2H2
31336,31631,-2.016,31336,0.8094,31336,78,H2
31192,31288,-2.017,31192,0.8747,31192,78,H2
31192,31417,-2.015,31192,0.8146,31192,78,H2
31593,31670,0.003,31593,0.8265,31593,78,NA
31867,32130,-2.014,31867,0.848,31867,78,H2
31417,31593,-2.02,31417,0.9193,31417,78,H2
16265,20737,0,16265,0.8509,16265,80,NA
19049,20737,-0.001,19049,0.855,19049,80,NA
15068,17508,-0.001,15068,0.9419,15068,80,NA
26506,26712,0,26506,0.8631,26506,80,NA
15953,16265,-0.001,15953,0.8992,15953,80,NA
14885,19315,0.001,14885,0.9286,14885,80,NA
15068,18706,-0.001,15068,0.8863,15068,80,NA
14712,14885,-0.002,14712,0.9357,14712,80,NA
14712,17508,-0.001,14712,0.9218,14712,80,NA
17308,17653,0.001,17308,0.8477,17308,80,NA
16265,19589,14.016,16265,0.8498,16265,80,methanol (-H2O):CH2
17519,19373,0,17519,0.8336,17519,80,NA
16265,21585,0,16265,0.8863,16265,80,NA
19589,20737,-14.016,19589,0.8219,19589,80,methanol (-H2O):CH2
15953,18892,-0.001,15953,0.8687,15953,80,NA
16265,19049,0.001,16265,0.8959,16265,80,NA
15068,19315,-0.001,15068,0.9342,15068,80,NA
17915,18892,0,17915,0.8693,17915,80,NA
14666,20792,0.002,14666,0.8278,14666,80,NA
17915,20737,0,17915,0.8862,17915,80,NA
15953,17915,-0.001,15953,0.9441,15953,80,NA
14712,20550,0,14712,0.9258,14712,80,NA
17519,21585,15.995,17519,0.8363,17519,80,O
16265,18892,0,16265,0.892,16265,80,NA
16107,19049,-27.993,16107,0.8452,16107,80,CO
14885,18706,0,14885,0.9059,14885,80,NA
15953,21585,-0.001,15953,0.8737,15953,80,NA
14712,19315,-0.001,14712,0.9431,14712,80,NA
19315,20550,0.001,19315,0.9814,19315,80,NA
14885,15068,0.002,14885,0.9422,14885,80,NA
14666,17519,0,14666,0.8489,14666,80,NA
17508,19315,0,17508,0.8842,17508,80,NA
14885,20550,0.002,14885,0.9076,14885,80,NA
14885,17508,0,14885,0.892,14885,80,NA
18892,20737,0,18892,0.8724,18892,80,NA
14712,15068,0,14712,0.953,14712,80,NA
15068,20550,0,15068,0.9265,15068,80,NA
17915,19589,14.016,17915,0.8408,17915,80,methanol (-H2O):CH2
18706,19315,0,18706,0.9102,18706,80,NA
19373,20792,0.002,19373,0.8358,19373,80,NA
15953,19049,0,15953,0.8707,15953,80,NA
17308,21585,15.994,17308,0.8561,17308,80,O
17915,21585,0,17915,0.8705,17915,80,NA
17508,18706,0,17508,0.8318,17508,80,NA
18892,19049,0.001,18892,0.8549,18892,80,NA
14666,19373,0,14666,0.9008,14666,80,NA
15953,20737,-0.001,15953,0.8731,15953,80,NA
18706,20550,0.001,18706,0.9074,18706,80,NA
17308,17519,-0.001,17308,0.8361,17308,80,NA
18799,19373,0,18799,0.8339,18799,80,NA
14666,18799,0,14666,0.8454,14666,80,NA
18706,21585,-12,18706,0.8315,18706,80,C
26506,26555,-0.001,26506,0.9118,26506,80,NA
18892,21585,0,18892,0.8924,18892,80,NA
14712,18706,-0.002,14712,0.8758,14712,80,NA
16265,17915,0,16265,0.9006,16265,80,NA
20737,21585,0,20737,0.874,20737,80,NA
26555,26712,0.002,26555,0.8629,26555,80,NA
17448,17519,18.01,17448,0.832,17448,80,H2O
17915,19049,0.001,17915,0.8758,17915,80,NA
19049,21585,-0.002,19049,0.8553,19049,80,NA
17519,20792,0.001,17519,0.8392,17519,80,NA
17508,20550,0.001,17508,0.8745,17508,80,NA
14136,16300,3.993,14136,0.9083,14136,81,NA
13717,14136,0.001,13717,0.9379,13717,81,NA
13717,16300,3.994,13717,0.9238,13717,81,NA
16122,20061,0.001,16122,0.8994,16122,82,NA
14819,15471,18.011,14819,0.8479,14819,84,H2O
14819,15412,18.01,14819,0.913,14819,84,H2O
9337,9782,-0.047,9337,0.8554,9337,84,NA
17143,17441,-0.003,17143,0.9344,17143,84,NA
16393,16485,0.002,16393,0.9722,16393,84,NA
16537,18312,-14.016,16537,0.8433,16537,84,methanol (-H2O):CH2
15300,15465,-18.01,15300,0.9514,15300,84,H2O
14986,15334,18.011,14986,0.8679,14986,84,H2O
10637,19826,-16.034,10637,0.8426,10637,84,CH4
10637,15083,144.042,10637,0.8588,10637,84,NA
9511,19845,1.98,9511,0.873,9511,84,NA
9511,19826,1.979,9511,0.8674,9511,84,NA
15334,15563,-18.011,15334,0.8754,15334,84,H2O
16485,18276,-14.016,16485,0.8545,16485,84,methanol (-H2O):CH2
13869,16631,15.995,13869,0.8546,13869,84,O
9511,16466,162.052,9511,0.9015,9511,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15471,16466,-36.024,15471,0.8506,15471,84,NA
14986,15083,0.002,14986,0.959,14986,84,NA
9337,11677,-14.016,9337,0.8751,9337,84,methanol (-H2O):CH2
14986,16537,0.002,14986,0.9761,14986,84,NA
13708,16485,-15.995,13708,0.8534,13708,84,O
11677,11699,0.001,11677,0.9259,11677,84,NA
9511,15401,34.007,9511,0.8739,9511,84,O2H2:H2O2
16466,18194,-14.015,16466,0.8582,16466,84,methanol (-H2O):CH2
18195,19826,0,18195,0.8432,18195,84,NA
14986,15412,36.022,14986,0.8811,14986,84,NA
14440,16631,15.994,14440,0.8428,14440,84,O
11130,16485,-15.994,11130,0.8715,11130,84,O
14819,16537,-18.01,14819,0.876,14819,84,H2O
15300,16393,-18.011,15300,0.938,15300,84,H2O
13869,14440,0.001,13869,0.8689,13869,84,NA
14298,15663,-15.995,14298,0.9051,14298,84,O
17255,17766,-0.002,17255,0.9248,17255,84,NA
9337,13708,15.998,9337,0.8591,9337,84,O
8551,18194,148.037,8551,0.8459,8551,84,NA
9492,19826,1.977,9492,0.8756,9492,84,NA
18195,20079,15.995,18195,0.8568,18195,84,O
17922,19845,-0.002,17922,0.8477,17922,84,NA
14819,14866,-0.001,14819,0.9111,14819,84,NA
9492,10637,18.011,9492,0.8612,9492,84,H2O
16537,18194,-14.017,16537,0.8623,16537,84,methanol (-H2O):CH2
12842,13708,-14.013,12842,0.8869,12842,84,methanol (-H2O):CH2
15083,15334,18.009,15083,0.8595,15083,84,H2O
9492,9511,-0.002,9492,0.9615,9492,84,NA
14785,16393,-18.01,14785,0.8643,14785,84,H2O
13869,14819,0.001,13869,0.8685,13869,84,NA
10637,14986,144.04,10637,0.8682,10637,84,NA
14819,15083,-18.01,14819,0.8781,14819,84,H2O
18276,18312,146.057,18276,0.8817,18276,84,NA
12842,15465,-30.01,12842,0.8405,12842,84,CH2O
13869,14866,0,13869,0.8815,13869,84,NA
14344,15465,-14.016,14344,0.887,14344,84,methanol (-H2O):CH2
9511,15465,15.995,9511,0.8849,9511,84,O
13708,14265,-0.003,13708,0.8927,13708,84,NA
13708,15663,-31.992,13708,0.8465,13708,84,O2
9400,9683,-0.003,9400,0.9356,9400,84,NA
14819,16466,-18.012,14819,0.8718,14819,84,H2O
15334,16631,15.995,15334,0.8601,15334,84,O
17922,18194,146.054,17922,0.8444,17922,84,NA
9511,14986,162.053,9511,0.9048,9511,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
9511,16393,15.995,9511,0.8825,9511,84,O
17922,20079,15.991,17922,0.8587,17922,84,O
11020,16485,-15.993,11020,0.8638,11020,84,O
15465,16393,0,15465,0.9733,15465,84,NA
17922,18276,-0.002,17922,0.9572,17922,84,NA
13708,16393,-15.997,13708,0.8454,13708,84,O
8750,15504,31.99,8750,0.9082,8750,84,O2
17143,17758,-30.012,17143,0.9196,17143,84,CH2O
15401,17758,-14.016,15401,0.9225,15401,84,methanol (-H2O):CH2
15300,19826,-32.026,15300,0.9361,15300,84,CH4O
8318,8678,18.009,8318,0.8598,8318,84,H2O
14785,17681,-14.016,14785,0.8546,14785,84,methanol (-H2O):CH2
14785,15401,0.002,14785,0.9045,14785,84,NA
14785,17441,15.995,14785,0.8565,14785,84,O
11130,11677,-30.012,11130,0.8901,11130,84,CH2O
9337,15663,-15.995,9337,0.8475,9337,84,O
14785,17070,-14.016,14785,0.8785,14785,84,methanol (-H2O):CH2
14298,15344,-15.992,14298,0.904,14298,84,O
9511,16485,15.997,9511,0.888,9511,84,O
18195,19845,0.001,18195,0.8745,18195,84,NA
9337,11130,15.997,9337,0.969,9337,84,O
9511,18194,148.037,9511,0.8651,9511,84,NA
18195,18276,0.002,18195,0.9671,18195,84,NA
9492,16393,15.993,9492,0.8812,9492,84,O
9492,15563,162.05,9492,0.8964,9492,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15563,16537,0.002,15563,0.9643,15563,84,NA
15401,16393,-18.012,15401,0.9423,15401,84,H2O
14440,14866,-0.001,14440,0.9533,14440,84,NA
10009,18194,162.05,10009,0.8542,10009,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
14298,14311,0.002,14298,0.9684,14298,84,NA
9400,9782,-0.001,9400,0.952,9400,84,NA
19826,19845,0.001,19826,0.9672,19826,84,NA
11020,11130,0.002,11020,0.9683,11020,84,NA
9492,18312,148.037,9492,0.8578,9492,84,NA
10637,15300,15.993,10637,0.8514,10637,84,O
15401,17143,15.996,15401,0.947,15401,84,O
10637,15465,-2.018,10637,0.8421,10637,84,H2
17441,17758,-30.009,17441,0.913,17441,84,CH2O
14311,15708,-15.995,14311,0.911,14311,84,O
15334,15471,18.012,15334,0.8457,15334,84,H2O
16466,16537,0.002,16466,0.9831,16466,84,NA
15663,15708,0.002,15663,0.9697,15663,84,NA
9492,16537,162.053,9492,0.9103,9492,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
17922,18195,-0.003,17922,0.9676,17922,84,NA
11130,16393,-15.997,11130,0.8631,11130,84,O
14866,16631,15.995,14866,0.8729,14866,84,O
9492,15300,34.004,9492,0.8831,9492,84,O2H2:H2O2
15083,16466,-0.002,15083,0.9576,15083,84,NA
13708,14247,-0.001,13708,0.8967,13708,84,NA
14785,17758,-14.014,14785,0.8521,14785,84,methanol (-H2O):CH2
9492,16485,15.995,9492,0.8948,9492,84,O
14344,16393,-14.016,14344,0.8494,14344,84,methanol (-H2O):CH2
14881,15334,1.001,14881,0.8566,14881,84,isotope_13C
15334,15412,18.011,15334,0.9017,15334,84,H2O
10637,16466,144.04,10637,0.8626,10637,84,NA
8318,15504,31.989,8318,0.9131,8318,84,O2
14785,15300,0,14785,0.9002,14785,84,NA
13869,15334,0,13869,0.874,13869,84,NA
16485,19826,-14.018,16485,0.9566,16485,84,methanol (-H2O):CH2
14819,14881,-1.002,14819,0.8621,14819,84,isotope_13C
11130,14800,30.01,11130,0.8689,11130,84,CH2O
16393,19845,-14.014,16393,0.9593,16393,84,methanol (-H2O):CH2
9337,9683,-0.049,9337,0.8656,9337,84,NA
10637,15563,144.04,10637,0.8547,10637,84,NA
18195,18312,146.059,18195,0.9059,18195,84,NA
15401,19845,-32.027,15401,0.941,15401,84,CH4O
13708,15465,-15.997,13708,0.8479,13708,84,O
14440,14819,0,14440,0.9335,14440,84,NA
14298,15708,-15.993,14298,0.9118,14298,84,O
9511,15083,162.054,9511,0.8995,9511,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15465,19826,-14.016,15465,0.9314,15465,84,methanol (-H2O):CH2
9492,19845,1.979,9492,0.8805,9492,84,NA
12842,14714,15.995,12842,0.9135,12842,84,O
17681,17758,0.002,17681,0.9319,17681,84,NA
15300,19845,-32.025,15300,0.9438,15300,84,CH4O
15300,15401,0.002,15300,0.9698,15300,84,NA
14311,15344,-15.993,14311,0.8976,14311,84,O
14819,15563,-18.012,14819,0.8986,14819,84,H2O
15334,16466,-18.011,15334,0.8629,15334,84,H2O
9511,14344,30.011,9511,0.845,9511,84,CH2O
14344,16485,-14.014,14344,0.8506,14344,84,methanol (-H2O):CH2
9492,14344,30.009,9492,0.8454,9492,84,CH2O
9511,18312,148.038,9511,0.8598,9511,84,NA
12842,14265,-14.016,12842,0.8479,12842,84,methanol (-H2O):CH2
14432,17070,-14.019,14432,0.8847,14432,84,methanol (-H2O):CH2
18276,20079,15.993,18276,0.846,18276,84,O
14819,15334,-0.001,14819,0.9767,14819,84,NA
18276,19845,0,18276,0.8813,18276,84,NA
15465,16485,0.002,15465,0.9725,15465,84,NA
18194,18276,-146.056,18194,0.8753,18194,84,NA
15401,15465,-18.012,15401,0.9437,15401,84,H2O
15344,15663,-0.003,15344,0.972,15344,84,NA
14785,19845,-32.025,14785,0.8587,14785,84,CH4O
8318,8750,-0.002,8318,0.964,8318,84,NA
17441,17681,-30.011,17441,0.8932,17441,84,CH2O
11020,15465,-15.995,11020,0.8643,11020,84,O
15300,17441,15.995,15300,0.9283,15300,84,O
16485,18195,-14.018,16485,0.8455,16485,84,methanol (-H2O):CH2
9511,15300,34.005,9511,0.884,9511,84,O2H2:H2O2
14311,15663,-15.996,14311,0.9039,14311,84,O
15412,15563,-36.022,15412,0.8816,15412,84,NA
12842,14800,15.996,12842,0.9165,12842,84,O
15412,15471,0.002,15412,0.9391,15412,84,NA
9337,11699,-14.014,9337,0.9045,9337,84,methanol (-H2O):CH2
9492,14986,162.051,9492,0.9136,9492,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
14785,17143,15.998,14785,0.8713,14785,84,O
8551,9511,0,8551,0.8469,8551,84,NA
15412,16537,-36.02,15412,0.8765,15412,84,NA
11130,11699,-30.011,11130,0.8931,11130,84,CH2O
15300,17758,-14.014,15300,0.9103,15300,84,methanol (-H2O):CH2
14819,14986,-18.012,14819,0.8854,14819,84,H2O
15300,16485,-18.008,15300,0.9368,15300,84,H2O
9337,11020,15.995,9337,0.9595,9337,84,O
10637,16537,144.042,10637,0.8707,10637,84,NA
9511,15563,162.052,9511,0.897,9511,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
9337,15465,0,9337,0.8414,9337,84,NA
14432,15300,-0.003,14432,0.8482,14432,84,NA
11130,15465,-15.996,11130,0.8756,11130,84,O
14986,15563,0,14986,0.9661,14986,84,NA
10637,15401,15.995,10637,0.8492,10637,84,O
16393,19826,-14.016,16393,0.9602,16393,84,methanol (-H2O):CH2
15083,15412,36.02,15083,0.8685,15083,84,NA
9492,15401,34.005,9492,0.8713,9492,84,O2H2:H2O2
15563,16466,0,15563,0.9596,15563,84,NA
16485,19845,-14.017,16485,0.9603,16485,84,methanol (-H2O):CH2
14785,15465,-18.01,14785,0.8567,14785,84,H2O
9511,16537,162.054,9511,0.9044,9511,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15344,15708,-0.002,15344,0.9718,15344,84,NA
18194,18312,0.001,18194,0.9628,18194,84,NA
8551,16537,162.054,8551,0.8455,8551,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
9492,15083,162.052,9492,0.8938,9492,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15401,17681,-14.018,15401,0.9054,15401,84,methanol (-H2O):CH2
16393,18195,-14.016,16393,0.8415,16393,84,methanol (-H2O):CH2
15471,15563,-36.023,15471,0.85,15471,84,NA
14440,15334,-0.001,14440,0.9436,14440,84,NA
14440,15412,18.01,14440,0.8431,14440,84,H2O
14432,15401,-0.001,14432,0.8504,14432,84,NA
14819,16631,15.994,14819,0.8411,14819,84,O
15083,15563,-0.002,15083,0.97,15083,84,NA
16466,18312,-14.014,16466,0.8436,16466,84,methanol (-H2O):CH2
11130,14714,30.009,11130,0.861,11130,84,CH2O
8678,8750,-18.01,8678,0.868,8678,84,H2O
15412,16466,-36.022,15412,0.8775,15412,84,NA
15300,17681,-14.016,15300,0.8981,15300,84,methanol (-H2O):CH2
15300,17143,15.998,15300,0.9398,15300,84,O
10637,19845,-16.032,10637,0.8523,10637,84,CH4
14432,14785,-0.003,14432,0.9355,14432,84,NA
9683,9782,0.002,9683,0.9566,9683,84,NA
15401,16485,-18.01,15401,0.9345,15401,84,H2O
14785,16485,-18.008,14785,0.8545,14785,84,H2O
18276,19826,-0.002,18276,0.86,18276,84,NA
15083,16537,0,15083,0.9638,15083,84,NA
8551,9492,0.001,8551,0.8477,8551,84,NA
15401,19826,-32.028,15401,0.9421,15401,84,CH4O
14714,14800,0.001,14714,0.9715,14714,84,NA
11020,16393,-15.995,11020,0.8625,11020,84,O
14986,16466,0,14986,0.9713,14986,84,NA
14785,19826,-32.026,14785,0.8652,14785,84,CH4O
9492,15465,15.993,9492,0.8826,9492,84,O
15465,19845,-14.015,15465,0.9363,15465,84,methanol (-H2O):CH2
9492,18194,148.035,9492,0.8706,9492,84,NA
18194,18195,-146.058,18194,0.8897,18194,84,NA
15334,16537,-18.009,15334,0.8583,15334,84,H2O
9511,10637,18.013,9511,0.8541,9511,84,H2O
16393,18276,-14.014,16393,0.8566,16393,84,methanol (-H2O):CH2
12842,16393,-30.01,12842,0.8416,12842,84,CH2O
15401,17441,15.993,15401,0.9369,15401,84,O
14866,15334,0,14866,0.9335,14866,84,NA
9492,16466,162.05,9492,0.9139,9492,84,C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
17143,17681,-30.013,17143,0.9129,17143,84,CH2O
17922,18312,146.056,17922,0.8561,17922,84,NA
17776,18074,-6.046,17776,0.9571,17776,85,NA
16025,18074,-6.047,16025,0.9269,16025,85,NA
16025,18028,-4.032,16025,0.9205,16025,85,H4
17776,18146,0,17776,0.9791,17776,85,NA
16025,18146,-0.002,16025,0.9226,16025,85,NA
18074,18146,6.046,18074,0.9579,18074,85,NA
16025,17776,-0.002,16025,0.9311,16025,85,NA
18580,19855,-0.002,18580,0.9102,18580,86,NA
12040,12484,-14.014,12040,0.8073,12040,87,methanol (-H2O):CH2
12484,15551,-42.049,12484,0.7867,12484,87,C3H6
8334,13022,7.967,8334,0.7834,8334,87,NA
13022,20600,-146.034,13022,0.8177,13022,87,NA
20409,20842,0,20409,0.7856,20409,87,NA
12484,13022,68.025,12484,0.8084,12484,87,C2H2N3:C4H4O
7908,11910,0,7908,0.8673,7908,90,NA
6169,7908,0,6169,0.8322,6169,90,NA
